text,label,meta,context,source,target
"Managing director Toyoda, 46, grandson of Kiichiro Toyoda and the eldest son of Toyota honorary chairman Shoichiro Toyoda, will become one of <s>14 senior managing directors under a streamlined management system set to be introduced after a <t>shareholders</t>' meeting in June</s>, the company said in a statement.",Cooperation,AW|doc_id=1978|sent_id=594|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:14 senior managing directors under a streamlined management system set to be introduced after a shareholders' meeting in June,Entity:shareholders
"Beside meeting with <t>Annan</t>, <s>Al-Douri</s> spent several hours during the late morning and afternoon meeting with ambassadors and diplomats in the Delegate's Lounge.",Cooperation,AW|doc_id=2009|sent_id=563|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Al-Douri,Entity:Annan
Indonesia's Foreign Ministry spokesman Marty Natalegawa says <t>Megawati</t>'s meeting with <s>Russian President Putin</s> slated for April 21 will touch on the Iraq crisis.,Cooperation,AW|doc_id=2036|sent_id=586|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Russian President Putin,Entity:Megawati
<t>Pasko</t> was sentenced to four years in prison in December 2001 for illegally attending a meeting of <s>top military commanders</s> and taking notes there.,Cooperation,AW|doc_id=2076|sent_id=602|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:top military commanders,Entity:Pasko
"France's U.N. ambassador, <s>Jean-Marc de La Sabliere</s>, made the proposal at a Security Council meeting where <t>members</t> heard a briefing by chief U.N. weapons inspector Hans Blix and for the first time exchanged views on potentially divisive postwar issues.",Cooperation,AW|doc_id=2118|sent_id=577|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Jean-Marc de La Sabliere,Entity:members
"France's U.N. ambassador, <s>Jean-Marc de La Sabliere</s>, made the proposal at a Security Council meeting where members heard a briefing by <t>chief U.N. weapons inspector Hans Blix</t> and for the first time exchanged views on potentially divisive postwar issues.",Cooperation,AW|doc_id=2118|sent_id=577|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Jean-Marc de La Sabliere,Entity:chief U.N. weapons inspector Hans Blix
"<s>The new Palestinian prime minister</s>, Mahmoud Abbas, has denounced violence against Israelis, but also told <t>Sharon</t> in a weekend meeting, the first Israeli-Palestinian summit in three years, that he wants to persuade the militants to stop attacks, rather than disarm them by force.",Cooperation,AW|doc_id=2242|sent_id=630|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,new Palestinian prime minister,Sharon
"<s>Hariri</s> submitted his resignation during a 10-minute meeting with <t>the head of state</t> at the Baabda presidential palace, outside the capital.",Cooperation,AW|doc_id=3607|sent_id=578|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Hariri,Entity:the head of state
The meeting was <s>Shalom</s>'s first encounter with <t>an Arab counterpart</t> since he took office as Israel's foreign minister on February 27.,Cooperation,AW|doc_id=3700|sent_id=628|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Shalom,Entity:an Arab counterpart
"``We demand that the Security Council and the world decide on ... the lifting of sanctions on Iraq in a comprehensive and complete way,'' said a spokesman for a meeting Saturday of <s>Saddam</s> and <t>top-level officials</t>, quoted by official Iraqi news media.",Cooperation,AW|doc_id=3794|sent_id=550|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Saddam,Entity:top-level officials
"The Iraqi government released a video of Saddam, in uniform, meeting with his son Qusai, <t>the commander of the Republican Guard</t>, and <s>the defense minister</s>, Gen. Sultan Hashim Ahmad.",Cooperation,AW|doc_id=3874|sent_id=627|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:the defense minister,Entity:the commander of the Republican Guard
that some of what <s>the prime minister</s> and <t>president</t> shared with reporters at news conference following their meetings.,Cooperation,AW|doc_id=883|sent_id=624|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:the prime minister,Entity:president
"In a renewed mediation attempt, <s>Egyptian envoys</s> have been holding meetings in Gaza and Damascus in recent days with <t>leaders of the militant groups</t>.",Cooperation,AW|doc_id=2235|sent_id=582|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Egyptian envoys,Entity:leaders of the militant groups
"In meetings with <s>South Korean officials</s>, <t>Wolfowitz</t> urged them to increase military spending on new technologies and telecommunications equipment, as U.S. forces have done.",Cooperation,AW|doc_id=2312|sent_id=584|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:South Korean officials,Entity:Wolfowitz
"So I went and volunteered for him and everything, and -- and I met <s>Hillary</s>, and and Tipper and <t>Al</t>, and and I almost got to meet him.",Cooperation,AW|doc_id=1485|sent_id=621|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Hillary,Entity:Al
"So I went and volunteered for him and everything, and -- and I met <s>Hillary</s>, and and <t>Tipper</t> and Al, and and I almost got to meet him.",Cooperation,AW|doc_id=1485|sent_id=621|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Hillary,Entity:Tipper
"So I went and volunteered for him and everything, and -- and I met Hillary, and and <t>Tipper</t> and <s>Al</s>, and and I almost got to meet him.",Cooperation,AW|doc_id=1485|sent_id=621|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Al,Entity:Tipper
<s>Jones</s> met with <t>Defense Minister Paulo Portas</t> on Tuesday and will meet Foreign Minister Antonio Martins da Cruz before leaving Portugal Wednesday.,Cooperation,AW|doc_id=2129|sent_id=589|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Jones,Entity:Defense Minister Paulo Portas
"During their visit to Pyongyang, <s>Weldon's delegation</s> also met <t>Choe Thae Bok</t>, chairman of North Korea's legislature, the Supreme People's Assembly.",Cooperation,AW|doc_id=2307|sent_id=574|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Weldon's delegation,Entity:Choe Thae Bok
"<s>Jordan</s> met with <t>the Sixers</t> on Sunday, according to a person close to the situation.",Cooperation,AW|doc_id=2371|sent_id=590|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Jordan,Entity:the Sixers
<s>Officials from Iraqi groups</s> that met with <t>Bremer</t> last week have said that he back peddled on what they said were earlier pledges to give them a lead role in forming a new interim government in the next few weeks.,Cooperation,AW|doc_id=3715|sent_id=600|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Officials from Iraqi groups,Entity:Bremer
Negotiations between <s>Washington</s> and <t>Pyongyang</t> on their nuclear dispute have been set for April 23 in Bejing and are widely seen here as a blow to Moscow efforts to stamp authority on the region by organizing such a meeting.,Cooperation,AW|doc_id=3619|sent_id=596|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Washington,Entity:Pyongyang
"I'm reading ESPN this morning when I stumbled across the story where <s>Kobe Bryant</s> said he'd like to sit down with <t>Shaq</t> and apologize to him for ""involving him in my troubles.""",Cooperation,AW|doc_id=3084|sent_id=581|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Kobe Bryant,Entity:Shaq
"this is the third time in as many weeks that <t>president bush</t> and <s>prime minister blair</s> will be sitting down to review station, war strategy, as they go forward together.",Cooperation,AW|doc_id=872|sent_id=635|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:prime minister blair,Entity:president bush
"Just now, we want to show you scenes from Andrews Air Force Base just moments ago, <t>President Bush</t> returning to the United States from his summit in Northern Ireland in Belfast with <s>British Prime Minister Tony Blair</s>, the president back on American soil after a quick two-day trip, less than two-day trip to Belfast, he and the prime minister discussing, of course, the war in Iraq, what happens after, as well as the peace process in the Middle East, and restarting the peace process in Northern Ireland.",Cooperation,AW|doc_id=532|sent_id=592|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:British Prime Minister Tony Blair,Entity:President Bush
"Also, <s>Portugal</s> hosted a last ditch pre-war summit in the Azores islands for <t>leaders of the United States, Britain and Spain</t>.",Cooperation,AW|doc_id=2131|sent_id=556|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Portugal,"Entity:leaders of the United States, Britain and Spain"
"<s>The new Palestinian prime minister</s>, Mahmoud Abbas, has denounced violence against Israelis, but also told <t>Sharon</t> in a weekend meeting _ the first Israeli-Palestinian summit in three years _ that he wants to persuade the militants to stop attacks, rather than disarm them by force.",Cooperation,AW|doc_id=2242|sent_id=629|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:The new Palestinian prime minister,Entity:Sharon
"A summit between <s>Sharon</s> and <t>his Palestinian counterpart</t>, Mahmoud Abbas, had been planned for Wednesday but was postponed, according to Israeli and Palestinian officials, who blamed each other for the delay.",Cooperation,AW|doc_id=2278|sent_id=554|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Sharon,Entity:his Palestinian counterpart
"During their first war summit on March 27 at Camp David, <s>Blair</s> and <t>Bush</t> became divided over what a role the United Nations will play in postwar Iraq, when <t>Bush</t> gave no positive reaction to <s>Blair</s> 's suggestion of a strong UN role.",Cooperation,AW|doc_id=2399|sent_id=573|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Blair,Entity:Bush
"<t>Russian President Vladimir Putin</t>'s summit with <s>the leaders of Germany and France</s> may have been a failure that proves there can be no long-term ""peace camp"" alliance following the end of war in Iraq, government sources were quoted as saying at the weekend.",Cooperation,AW|doc_id=3598|sent_id=617|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:the leaders of Germany and France,Entity:Russian President Vladimir Putin
"<s>powell</s> is wrapping up a trip to southeast asia, he's due here in jerusalem tomorrow morning for talks with <t>the israeli prime minister</t> and the foreign minister.",Cooperation,AW|doc_id=1406|sent_id=605|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:powell,Entity:the israeli prime minister
"<s>powell</s> is wrapping up a trip to southeast asia, he's due here in jerusalem tomorrow morning for talks with the israeli prime minister and <t>the foreign minister</t>.",Cooperation,AW|doc_id=1406|sent_id=605|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:powell,Entity:the foreign minister
"For months, <s>North Korea</s> has insisted on direct talks with <t>the United States</t> to negotiate a nonaggression treaty.",Conflict,AW|doc_id=1938|sent_id=576|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:North Korea,Entity:the United States
<t>Seoul</t> had hoped to use the three-day talks to try to persuade <s>its communist neighbor</s> to scrap its suspected nuclear program in return for aid and better relations with the outside world.,Cooperation,AW|doc_id=1942|sent_id=620|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:its communist neighbor,Entity:Seoul
<s>North Korea</s> called off two working-level talks with <t>South Korea</t> last month.,Conflict,AW|doc_id=1943|sent_id=598|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:North Korea,Entity:South Korea
"Talks between <s>North Korea</s>, <t>the United States</t> and China ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue.",Cooperation,AW|doc_id=2138|sent_id=623|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:North Korea,Entity:the United States
"Talks between <s>North Korea</s>, the United States and <t>China</t> ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue.",Cooperation,AW|doc_id=2138|sent_id=623|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:North Korea,Entity:China
"Talks between North Korea, <s>the United States</s> and <t>China</t> ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue.",Cooperation,AW|doc_id=2138|sent_id=623|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:the United States,Entity:China
Meanwhile <s>Blair</s> arrived in Washington late Wednesday for two days of talks with <t>Bush</t> at the Camp David presidential retreat.,Cooperation,AW|doc_id=3587|sent_id=595|dataset=ace|osplit=dev|etype=Contact:Meet,Contact:Meet,Entity:Blair,Entity:Bush
"We are studying that plan, we are examining it with our friends and allies, <s>Powell</s> said, adding that talks were now underway with <t>the South Korean, Japanese, Russian and Australian as well as other governments</t>.",Cooperation,AW|doc_id=3654|sent_id=547|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Powell,"South Korean, Japanese, Russian and Australian as well as other governments"
"Rodong called for a ""fair and equal"" footing in talks with the United States, blasting <s>Washington</s> for insisting that there would be ""no security of the system nor provision of rewards"" even if <t>Pyongyang</t> gave up its nuclear program.",Conflict,AW|doc_id=3656|sent_id=614|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Washington,Entity:Pyongyang
Afterwards <s>Shalom</s> was to fly on to London for talks with <t>British Prime Minister Tony Blair</t> and Foreign Secretary Jack Straw.,Cooperation,AW|doc_id=3701|sent_id=555|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Shalom,Entity:British Prime Minister Tony Blair
Afterwards <s>Shalom</s> was to fly on to London for talks with British Prime Minister Tony Blair and <t>Foreign Secretary Jack Straw</t>.,Cooperation,AW|doc_id=3701|sent_id=555|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Shalom,Entity:Foreign Secretary Jack Straw
"``<s>Whoever wants to visit Arafat</s> can visit <t>Arafat</t> but he won't be allowed to meet senior Israeli officials,'' said a senior Sharon adviser, Raanan Gissin.",Cooperation,AW|doc_id=2239|sent_id=551|dataset=ace|osplit=train|etype=Contact:Meet,Contact:Meet,Entity:Whoever wants to visit Arafat,Entity:Arafat
<s>Putin</s> last visited <t>Bush</t> at his Texas ranch in November 2001.,Cooperation,AW|doc_id=3746|sent_id=607|dataset=ace|osplit=test|etype=Contact:Meet,Contact:Meet,Entity:Putin,Entity:Bush
then <t>the baby's mother</t> made a frantic call to <s>the police</s>.,Cooperation,AW|doc_id=720|sent_id=655|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:the police,Entity:the baby's mother
reporter: then <s>the baby's mother</s> made a frantic call to <t>police</t>.,Cooperation,AW|doc_id=729|sent_id=650|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:the baby's mother,Entity:police
during a brief phone call with <t>their son</t> from kuwait on surngd the arm asked <s>the young family</s> not to get into any specific details about what happened during <t>their son</t>'s capture and release.,Cooperation,AW|doc_id=922|sent_id=642|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:the young family,Entity:their son
"he got on a flight to an undisclosed location, when <s>jamie</s> got a second phone call from <t>a flight attendant</t>.",Cooperation,AW|doc_id=983|sent_id=645|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:jamie,Entity:a flight attendant
<s>French President Jacques Chirac</s> received only a reserved response when he tried to mend fences by placing a telephone call Tuesday to <t>Bush</t>.,Cooperation,AW|doc_id=3620|sent_id=643|dataset=ace|osplit=test|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:French President Jacques Chirac,Entity:Bush
"U.S. Attorney Todd Graves said <s>Montgomery</s> contacted <t>Stinnett</t> through an online message board, and authorities zeroed in on her using computer forensics.",Cooperation,AW|doc_id=2882|sent_id=656|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:Montgomery,Entity:Stinnett
"<s>U.S. Defense Secretary Donald H. Rumsfeld</s> discussed the resolution with Prime Minister Tony Blair and <t>Defense Secretary Geoff Hoon</t> on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region.",Cooperation,AW|doc_id=2189|sent_id=657|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:U.S. Defense Secretary Donald H. Rumsfeld,Entity:Defense Secretary Geoff Hoon
"<s>U.S. Defense Secretary Donald H. Rumsfeld</s> discussed the resolution with <t>Prime Minister Tony Blair</t> and Defense Secretary Geoff Hoon on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region.",Cooperation,AW|doc_id=2189|sent_id=657|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:U.S. Defense Secretary Donald H. Rumsfeld,Entity:Prime Minister Tony Blair
"On Monday, <s>Chretien</s> told reporters that he and <t>Bush</t>, who had not spoken since late February, discussed a wide range of issues, including Iraq, the upcoming summit of the Group of Eight industrial powers and aid to Africa.",Cooperation,AW|doc_id=3734|sent_id=649|dataset=ace|osplit=test|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:Chretien,Entity:Bush
"In a letter to <t>U.N. Secretary-General Kofi Annan</t>, <s>Ramadan</s> said, ``It is also regrettable and deplorable that the (U.N.) General Secretariat has not issued any statement or reaction that condemns or deplores this aggression.''",Conflict,AW|doc_id=3871|sent_id=647|dataset=ace|osplit=test|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:Ramadan,Entity:U.N. Secretary-General Kofi Annan
<s>Her second-graders</s> were very interested in sending some letters out to <t>the troops</t>.,Cooperation,AW|doc_id=540|sent_id=646|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:Her second-graders,Entity:the troops
"cnn has learned <s>osama bin laden</s> sent a private letter to <t>his followers</t> in february, ordering them to attack the u.s. and its allies.",Conflict,AW|doc_id=733|sent_id=640|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:osama bin laden,Entity:his followers
"cnn learned <s>the al qaeda leader</s> sent personal letters to <t>key operatives</t> in february, ordering them to attack the united states and its allies.",Conflict,AW|doc_id=734|sent_id=641|dataset=ace|osplit=train|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:the al qaeda leader,Entity:key operatives
"<t>US President George W. Bush</t> told <s>Canadian Prime Minister Jean Chretien</s> by telephone Monday that he looked forward to seeing him at the upcoming summit of major industrialized nations and Russia, the White House said Tuesday.",Cooperation,AW|doc_id=3731|sent_id=658|dataset=ace|osplit=test|etype=Contact:Phone-Write,Contact:Phone-Write,Entity:Canadian Prime Minister Jean Chretien,Entity:US President George W. Bush
"<s>The Pakistani supreme court</s> last year aquitted <t>Ayub Masih, who had denied uttering any word against Islam or the Prophet Mohammad</t>.",Cooperation,AW|doc_id=3649|sent_id=759|dataset=ace|osplit=test|etype=Justice:Acquit,Justice:Acquit,Adjudicator:The Pakistani supreme court,"Defendant:Ayub Masih, who had denied uttering any word against Islam or the Prophet Mohammad"
"House clearance Royal Marine style, <s>troops from (UNINTELLIGIBLE) commando</s> task to seek out the last pockets of Iraqi resistance in Umm Qasr go in hard to arrest <t>suspected regime sympathizers</t> and search for weapons.",Conflict,AW|doc_id=170|sent_id=765|dataset=ace|osplit=train|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:troops from (UNINTELLIGIBLE) commando,Person:suspected regime sympathizers
<t>a man with a pistol</t> was arrested outside of the courthouse and <s>police</s> say he admits planning the bombs.,Conflict,AW|doc_id=1148|sent_id=760|dataset=ace|osplit=train|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:police,Person:a man with a pistol
"<s>Marines</s> broke it up, over the protests of Iraqis not involved in the robbery, and <t>the thieves</t> were arrested.",Conflict,AW|doc_id=2090|sent_id=768|dataset=ace|osplit=train|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:Marines,Person:the thieves
The <t>drunk</t> was acquitted on the technicality that he wasn't on a public road when <s>the cop</s> arrested him.,Conflict,AW|doc_id=2571|sent_id=773|dataset=ace|osplit=train|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:the cop,Person:drunk
"From the Associated Press : A baby girl who had been cut out of her mother's womb was found after a frantic search, and <s>authorities</s> arrested <t>the woman they say strangled the mother and stole the child</t>.",Conflict,AW|doc_id=2879|sent_id=120|dataset=ace|osplit=train|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:authorities,Person:the woman they say strangled the mother and stole the child
"<s>Israeli forces</s> moved into Hebron's Al-Sheikh district where his family lived and arrested <t>Qawasmi's brother and father</t> after the bombing, they said.",Conflict,AW|doc_id=3496|sent_id=766|dataset=ace|osplit=dev|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:Israeli forces,Person:Qawasmi's brother and father
<s>Police</s> have arrested <t>four people</t> in connection with the killings.,Conflict,AW|doc_id=3615|sent_id=772|dataset=ace|osplit=test|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:Police,Person:four people
"<s>Police</s> arrested her in <t>Abilene, Texas</t>, Saturday where she had moved with a friend June 2.",Conflict,AW|doc_id=3753|sent_id=771|dataset=ace|osplit=test|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:Police,"Place:Abilene, Texas"
"Earlier this week, <s>security police</s> detained <t>the Monitor's managing editor</t>, Nhial Bol, for 24 hours.",Conflict,AW|doc_id=2210|sent_id=764|dataset=ace|osplit=train|etype=Justice:Arrest-Jail,Justice:Arrest-Jail,Agent:security police,Person:the Monitor's managing editor
"Northshore Management, <t>the hedge fund firm accused of stealing millions of dollars in client funds</t>, is now facing actual <s>SEC</s> action .",Conflict,AW|doc_id=3146|sent_id=776|dataset=ace|osplit=train|etype=Justice:Charge-Indict,Justice:Charge-Indict,Prosecutor:SEC,Defendant:the hedge fund firm accused of stealing millions of dollars in client funds
<s>Seven prosecutors</s> read in turn the indictment against <t>Ba'asyir</t> at the makeshift court room in the Meteorology and Geophysics Agency's office in Central Jakarta.,Conflict,AW|doc_id=2412|sent_id=779|dataset=ace|osplit=train|etype=Justice:Charge-Indict,Justice:Charge-Indict,Prosecutor:Seven prosecutors,Defendant:Ba'asyir
"<s>The court</s> also dismissed a joint appeal by Anwar's adopted brother, <t>Sukma Darmawan</t>, who was convicted together with Anwar for sodomy in August 2000 and sentenced to six years in jail and whipping.",Conflict,AW|doc_id=2107|sent_id=789|dataset=ace|osplit=train|etype=Justice:Convict,Justice:Convict,Adjudicator:The court,Defendant:Sukma Darmawan
"In December 2001, <s>a Manhattan jury</s> convicted <t>Sotheby's main shareholder and former chairman Alfred Taubman</t> of entering into a price-fixing agreement with Christie's.",Conflict,AW|doc_id=3520|sent_id=785|dataset=ace|osplit=dev|etype=Justice:Convict,Justice:Convict,Adjudicator:a Manhattan jury,Defendant:Sotheby's main shareholder and former chairman Alfred Taubman
"Faisalabad's Catholic Bishop John Joseph, who had been campaigning against the law, shot himself in the head outside a court in Sahiwal district when <s>the judge</s> convicted <t>Christian Ayub Masih</t> under the law in 1998.",Conflict,AW|doc_id=3647|sent_id=783|dataset=ace|osplit=test|etype=Justice:Convict,Justice:Convict,Adjudicator:the judge,Defendant:Christian Ayub Masih
"<s>A state security court</s> suspended <t>a newspaper</t> critical of the government Saturday after convicting it of publishing religiously inflammatory material, the newspaper's lawyer said.",Conflict,AW|doc_id=2202|sent_id=781|dataset=ace|osplit=train|etype=Justice:Convict,Justice:Convict,Adjudicator:A state security court,Defendant:a newspaper
"<s>Saddam Hussein</s> controlled <t>Iraq</t> through fear, torture and execution.",Conflict,AW|doc_id=503|sent_id=793|dataset=ace|osplit=train|etype=Justice:Execute,Justice:Execute,Agent:Saddam Hussein,Place:Iraq
taken into custody and he's currently at <s>atlanta police department headquarters</s> pending extradition back to <t>the state of louisiana</t>.,Conflict,AW|doc_id=1190|sent_id=796|dataset=ace|osplit=train|etype=Justice:Extradite,Justice:Extradite,Origin:atlanta police department headquarters,Destination:the state of louisiana
"Under terms of the agreement, to be submitted as early as Monday to <s>a judge presiding over the case</s>, <t>MCI</t> would agree to pay the largest fine imposed so far by the SEC on a company that is not a broker-dealer, the Journal said, citing sources close to the matter.",Conflict,AW|doc_id=3702|sent_id=802|dataset=ace|osplit=test|etype=Justice:Fine,Justice:Fine,Adjudicator:a judge presiding over the case,Entity:MCI
"Under terms of the agreement, to be submitted as early as Monday to a judge presiding over the case, <t>MCI</t> would agree to pay the largest fine imposed so far by <s>the SEC</s> on a company that is not a broker-dealer, the Journal said, citing sources close to the matter.",Conflict,AW|doc_id=3702|sent_id=802|dataset=ace|osplit=test|etype=Justice:Fine,Justice:Fine,Adjudicator:the SEC,Entity:MCI
"Last month, <s>the SEC</s> slapped fines totaling 1.4 billion dollars on <t>10 Wall Street brokerages</t> to settle charges of conflicts of interest between analysts and investors.",Conflict,AW|doc_id=3704|sent_id=800|dataset=ace|osplit=test|etype=Justice:Fine,Justice:Fine,Adjudicator:the SEC,Entity:10 Wall Street brokerages
"But after spending 40 days in prison, <s>Jordan's King Abdullah II</s> pardoned <t>the former legislator known for her harsh criticism of the state</t>.",Cooperation,AW|doc_id=2258|sent_id=803|dataset=ace|osplit=train|etype=Justice:Pardon,Justice:Pardon,Adjudicator:Jordan's King Abdullah II,Defendant:the former legislator known for her harsh criticism of the state
"<s>negotiators</s> say he demanded the release of four prisoners, including <t>ramzi binalshibh</t>, a september 11th suspect apprehended last year in pakistan.",Cooperation,AW|doc_id=641|sent_id=806|dataset=ace|osplit=train|etype=Justice:Release-Parole,Justice:Release-Parole,Entity:negotiators,Person:ramzi binalshibh
In 2002 <s>a jury</s> sentenced <t>Yates</t> to life in prison for the deaths of three of her children.,Conflict,AW|doc_id=2901|sent_id=810|dataset=ace|osplit=train|etype=Justice:Sentence,Justice:Sentence,Adjudicator:a jury,Defendant:Yates
"<s>EasyCinema founder Stelios Haji-Ioannou, who set up easyJet in 1995 and built it up into Europe's biggest budget airline</s>, has vowed to take legal action against <t>the distribution firms</t> unless they allow him access.",Conflict,AW|doc_id=3694|sent_id=821|dataset=ace|osplit=test|etype=Justice:Sue,Justice:Sue,"Plaintiff:EasyCinema founder Stelios Haji-Ioannou, who set up easyJet in 1995 and built it up into Europe's biggest budget airline",Defendant:the distribution firms
"<s>Bankrupt energy giant Enron Corp</s> is considering bringing legal action against <t>its own bankers</t> for giving bad financial advice that helped lead to its downfall, the Wall Street Journal reported Wednesday.",Conflict,AW|doc_id=3735|sent_id=818|dataset=ace|osplit=test|etype=Justice:Sue,Justice:Sue,Plaintiff:Bankrupt energy giant Enron Corp,Defendant:its own bankers
"<t>The pair</t> were ordered to pay $871.70 plus $39 in court costs after <s>neighbor Wanita Renea Young</s>, 49, filed a lawsuit complaining that the unsolicited cookies, left at her house after the girls knocked on her door, had triggered an anxiety attack that sent her to the hospital the next day.",Conflict,AW|doc_id=2916|sent_id=829|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:neighbor Wanita Renea Young,Defendant:The pair
"as bob pointed out, the next battle ground is a bill to block lawsuits by victims of gun violence or <s>families against <t>gunmakers</t> and dealers</s>.",Conflict,AW|doc_id=1023|sent_id=817|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:families against gunmakers and dealers,Defendant:gunmakers
"as bob pointed out, the next battle ground is a bill to block lawsuits by victims of gun violence or <s>families against gunmakers and <t>dealers</t></s>.",Conflict,AW|doc_id=1023|sent_id=817|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:families against gunmakers and dealers,Defendant:dealers
"as bob pointed out, the next battle ground is a bill to block lawsuits by <s>victims of gun violence</s> or families against <t>gunmakers</t> and dealers.",Conflict,AW|doc_id=1023|sent_id=817|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:victims of gun violence,Defendant:gunmakers
"as bob pointed out, the next battle ground is a bill to block lawsuits by <s>victims of gun violence</s> or families against gunmakers and <t>dealers</t>.",Conflict,AW|doc_id=1023|sent_id=817|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:victims of gun violence,Defendant:dealers
<s>Anne-Marie</s> sued <t>Crichton</t> for divorce in September after their marriage broke down.,Conflict,AW|doc_id=3639|sent_id=816|dataset=ace|osplit=test|etype=Justice:Sue,Justice:Sue,Plaintiff:Anne-Marie,Defendant:Crichton
